VENUE,CONFERENCE,YEAR,TITLE,DOI,TYPE ,CONF/JOUR,Keyword,abstract,usefull,AUTHORS,SCOPE,domain,disciplina,disciplina di visualizzazione,ATTACK THE FILTERING PROBLEM?,NAME,Multi windows system,fs1,fs2,fm,fc,fs2,tot_filtri,filter 1 to 1 or 1 to n,dm1,dm2,dm3,dm4,tot_manip,Spatial_distibution,summary of the filter actions. it is always visualized,"level of relations among filters (AND, OR, NOT)",presence of feedback ( like the currrent selection is connected to the filter.) ,presence of guidance,feedback level on filters,presence_feed,presence_guid,Representation ,filter1,filter2,feed1,feed2,act1,act2,guidance level on filters,guidance level on principal overview (visualization overview),guid1,guid2,Presence,rep1,rep2,layout,figures used,NOTES
,VIS,2013,DiffAni: Visualizing Dynamic Graphs with a Hybrid of Difference Maps and Animation,https://doi.org/10.1109/TVCG.2013.149,system paper,CONF,,,,Sebastien Rufiange and Michael J. McGuffin,in scope,agnostic,graph/network analysis,,no,,unique window,,,,,,0,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 5,VIDEO: https://www.youtube.com/watch?v=M-a_zhqx-Ic
,VIS,2013,Entourage: Visualizing Relationships between Biological Pathways using Contextual Subsets,https://doi.org/10.1109/TVCG.2013.154,system paper,CONF,,,,"Alexander Lex, Christian Partl, Denis Kalkofen, Marc Streit, Samuel Gratzl, Anne Mai Wassermann, Dieter Schmalstieg, and Hanspeter Pfister",in scope,biology,,,no,,unique window,3,,,1,1,5,,3,,,,3,unified,list,default,yes,no,medium,yes,yes,simple,barchart,,data distribution,,click,,none,no,,,no,,,15%,Fig. 1,VIDEO: https://www.youtube.com/watch?v=igrbkLFEvLk
,VIS,2013,UTOPIAN: User-Driven Topic Modeling Based on Interactive Nonnegative Matrix Factorization,https://doi.org/10.1109/TVCG.2013.212,system paper,CONF,,,,"Jaegul Choo, Changhyun Lee, Chandan K. Reddy, and Haesun Park",in scope,agnostic,text/document analysis,,no,,unique window,6,5,,,,11,,5,,,,5,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,35%,Fig. 1,"VIDEO: https://www.google.com/search?q=UTOPIAN%3A+User-Driven+Topic+Modeling+Based+on+Interactive+Nonnegative+Matrix+Factorization&oq=UTOPIAN%3A+User-Driven+Topic+Modeling+Based+on+Interactive+Nonnegative+Matrix+Factorization&aqs=edge..69i57j69i58j69i60j69i61l2.524j0j1&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:9939e0cf,vid:du6_s6hcaRA"
,VIS,2013,SketchPadN-D: WYDIWYG Sculpting and Editing in High-Dimensional Space,https://doi.org/10.1109/TVCG.2013.190,system paper,CONF,,,,"Bing Wang, Puripant Ruchikachorn, and Klaus Mueller",in scope,agnostic,high dim. data,,no,,multi windows,9,5,,,,14,,4,1,,,5,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,"Fig. 2, 7",VIDEO: https://vimeo.com/74410874
,VIS,2013,Interactive Exploration of Implicit and Explicit Relations in Faceted Datasets,https://doi.org/10.1109/TVCG.2013.167,system paper,CONF,,,,"Jian Zhao, Christopher Collins, Fanny Chevalier, and Ravin Balakrishnan",in scope,agnostic,explorative data analysis,,no,,unique window,1,,,,1,2,,5,4,,,9,distributed,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,VIDEO: https://www.youtube.com/watch?v=q840O6cVRDU
,VIS,2013,Visual Analysis of Higher-Order Conjunctive Relationships in Multidimensional Data Using a Hypergraph Query System,https://doi.org/10.1109/TVCG.2013.220,system paper,CONF,,,,Rachel Shadoan and Chris Weaver,in scope,agnostic,multidimensional data,,no,,unique window,11,3,,,,14,,5,,,,5,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 5,
,VIS,2013,HierarchicalTopics: Visually Exploring Large Text Collections Using Topic Hierarchies,https://doi.org/10.1109/TVCG.2013.162,system paper,CONF,,,,"Wenwen Dou, Li Yu, Xiaoyu Wang, Zhiqiang Ma, and William Ribarsky",in scope,agnostic,text/document analysis,,no,,unique window,,,,,,0,,4,2,,,6,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2013,Visual Analysis of Topic Competition on Social Media,https://doi.org/10.1109/TVCG.2013.221,system paper,CONF,,,,"Panpan Xu, Yingcai Wu, Enxun Wei, Tai-Quan Peng, Shixia Liu, Jonathan J. H. Zhu, and Huamin Qu",in scope,social media,,,no,,unique window,5,,,,,5,,4,,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,"VIDEO: https://www.google.com/search?q=visual+analysis+of+topic+competition+on+social+media&oq=Visual+Analysis+of+Topic+Competition+on+Social+Media&aqs=edge.0.0i512j0i390i650l5j69i61j69i60j69i61.265j0j1&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:91006375,vid:aBhjfN9IovE"
,VIS,2013,MotionExplorer: Exploratory Search in Human Motion Capture Data Based on Hierarchical Aggregation,https://doi.org/10.1109/TVCG.2013.178,system paper,CONF,,,,"Jurgen Bernard, Nils Wilhelm, Bjorn Kruger, Thorsten May, Tobias Schreck, and Jorn Kohlhammer",in scope,agnostic,,,no,,unique window,1,1,,,,2,,2,2,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
,VIS,2013,Supporting the Visual Analysis of Dynamic Networks by Clustering associated Temporal Attributes,https://doi.org/10.1109/TVCG.2013.198,system paper,CONF,,,,"Steffen Hadlak, Heidrun Schumann, Clemens H. Cap, and Till Wollenberg",in scope,agnostic,graph/network analysis,,no,,unique window,8,,,,,8,,4,,,,4,unified,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2013,Visual Analytics for Model Selection in Time Series Analysis,https://doi.org/10.1109/TVCG.2013.222,system paper,CONF,,,,"Markus Bogl, Wolfgang Aigner, Peter Filzmoser, Tim Lammarsch, Silvia Miksch, and Alexander Rind",in scope,agnostic,time-series,,no,,unique window,3,3,,,,6,,1,3,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,yes,,,no,,,8%,Fig. 5,
,VIS,2013,Temporal Event Sequence Simplification,https://doi.org/10.1109/TVCG.2013.200,system paper,CONF,,,,"Megan Monroe, Rongjian Lan, Hanseung Lee, Catherine Plaisant, and Ben Shneiderman",in scope,,,,no,,unique window,9,,,,,9,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,35%,Fig. 1,
,VIS,2013,Visual Traffic Jam Analysis Based on Trajectory Data,https://doi.org/10.1109/TVCG.2013.228,system paper,CONF,,,,"Zuchao Wang, Min Lu, Xiaoru Yuan, Junping Zhang, Huub van de Wetering",in scope,trajectories,,,no,,unique window,3,,2,4,,9,,1,1,,,2,unified,list,default,yes,no,medium,yes,yes,simple,bar chart,,data distribution,,brush,,none,no,,,no,,,33%,Fig. 1,
,VIS,2013,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,https://doi.org/10.1109/TVCG.2013.226,system paper,CONF,,,,"Nivan Ferreira, Jorge Poco, Huy T. Vo, Juliana Freire, and Claudio T. Silva",in scope,urban,,,no,,multi windows,7,,4,,,11,,2,1,,,3,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 4,
,VIS,2013,Interactive Exploration of Surveillance Video through Action Shot Summarization and Trajectory Visualization,https://doi.org/10.1109/TVCG.2013.168,system paper,CONF,,,,"Amir H. Meghdadi, Pourang Irani",in scope,agnostic,image/video analysis,,no,,unique window,1,,,,,1,,5,,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 9,
,VIS,2013,An Extensible Framework for Provenance in Human Terrain Visual Analytics,https://doi.org/10.1109/TVCG.2013.132,system paper,CONF,,,,"Rick Walker, Aidan Slingsby, Jason Dykes, Kai Xu, Jo Wood, Phong H. Nguyen, Derek Stephens, B.L. William Wong, and Yongjun Zheng",in scope,,,,no,,multi windows,6,,,3,,9,,,1,,,1,unified,list,default,yes,no,medium,yes,yes,simple,bar chart,,data distribution,,drag,,none,no,,,no,,,20%,"Fig. 3, 9",VIDEO: https://vimeo.com/69196820
,VIS,2013,Space-Time Visual Analytics of Eye-Tracking Data for Dynamic Stimuli,https://doi.org/10.1109/TVCG.2013.194,system paper,CONF,,,,"Kuno Kurzhals, Daniel Weiskopf",in scope,agnostic,eye tracking,,no,,unique window,8,3,,3,,14,,1,,,,1,unified,list,default,yes,no,medium,yes,yes,simple,slider,,data distribution,,drag,,none,no,,,no,,,25%,Fig. 2,più associazioni per un solo feedback
,VIS,2013,Transformation of an Uncertain Video Search Pipeline to a Sketch-Based Visual Analytics Loop,https://doi.org/10.1109/TVCG.2013.207,system paper,CONF,,,,"Philip A. Legg, David H.S. Chung, Matthew L. Parry, Rhodri Bown, Mark W. Jones, Iwan W. Griffiths, and Min Chen",in scope,agnostic,image/video analysis,,no,,unique window,,,,,,0,,4,4,,,8,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 2,VIDEO: Rugby VAST - YouTube
,VIS,2013,Open-Box Spectral Clustering: Applications to Medical Image Analysis,https://doi.org/10.1109/TVCG.2013.181,system paper,CONF,,,,Thomas Schultz and Gordon L. Kindlmann,in scope,healthcare,,,no,,unique window,9,,,,,9,,4,1,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 1,
,VIS,2013,ScatterBlogs2: Real-Time Monitoring of Microblog Messages Through User-Guided Filtering,https://doi.org/10.1109/TVCG.2013.186,system paper,CONF,,,,"Harald Bosch, Dennis Thom, Florian Heimerl, Edwin Puttmann, Steffen Koch, Robert Kruger, Michael Worner, and Thomas Ertl",in scope,social media,,,no,,multi windows,6,5,,,2,13,,4,2,,,6,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,"Fig. 2, 3, 5","overview del filtro, costruttore del filtraggio"
,VIS,2013,Radial Sets: Interactive Visual Analysis of Large Overlapping Sets,https://doi.org/10.1109/TVCG.2013.184,system paper,CONF,,,,"Bilal Alsallakh, Wolfgang Aigner, Silvia Miksch, and Helwig Hauser",in scope,agnostic,set visualization,,no,,unique window,5,,,2,1,8,,3,,,,3,unified,absent,absent,yes,no,medium,yes,yes,simple,bar chart,histogram,data distribution,data distribution,click,click,none,no,,,no,,,18%,Fig. 1,da rivedere le tabelle                                                                                                                  VIDEO: https://www.youtube.com/watch?v=UcYRrPqC5A8
,VIS,2013,Identifying Redundancy and Exposing Provenance in Crowdsourced Data Analysis,https://doi.org/10.1109/TVCG.2013.164,system paper,CONF,,,,"Wesley Willett, Shiry Ginosar, Avital Steinitz, Bjorn Hartmann, and Maneesh Agrawala",in scope,crowdsourcing,,,no,,unique window,2,1,,,,3,,3,2,,,5,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,"Fig. 2, 8",
,VIS,2013,Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs,https://doi.org/10.1109/TVCG.2013.225,system paper,CONF,,,,"Eamonn Maguire, Philippe Rocca-Serra, Susanna-Assunta Sansone, Jim Davies, and Min Chen",in scope,,,,no,,unique window,1,2,,,,3,,3,,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig. 7,
TVCG,,2013,Multiverse Data-Flow Control,https://doi.org/10.1109/TVCG.2012.296,system paper,JOUR,,,,"Benjamin Schindler,  Jurgen Waser, Hrvoje Ribicic, Raphael Fuchs, and Ronald Peikert",in scope,agnostic,,,no,,unique window,13,4,,,,17,,3,1,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 17,
TVCG,,2013,ParaGlide: Interactive Parameter Space Partitioning for Computer Simulations,https://doi.org/10.1109/TVCG.2013.61,system paper,JOUR,,,,"Steven Bergner, Michael Sedlmair, Torsten Moller, Sareh Nabi Abdolyousefi, and Ahmed Saad",in scope,agnostic,simulation,,no,,multi windows,3,,,1,,4,,2,,,,2,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 3,
TVCG,,2013,Double-Sided 2.5D Graphics,https://doi.org/10.1109/TVCG.2012.116,system paper,JOUR,,,,"Chih-Kuo Yeh, Peng Song, Peng-Yen Lin, Chi-Wing Fu, Chao-Hung Lin, Tong-Yee Lee",in scope,agnostic,,,no,,unique window,10,,,,,10,,,4,,,4,unified,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 12,
TVCG,,2013,StereoPasting: Interactive Composition in Stereoscopic Images,https://doi.org/10.1109/TVCG.2012.319,system paper,JOUR,,,,"Ruo-Feng Tong, Yun Zhang, and Ke-Li Cheng",in scope,agnostic,image/video analysis,,no,,unique window,2,3,,,,5,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 8,
TVCG,,2013,Video-Based Crowd Synthesis,https://doi.org/10.1109/TVCG.2012.317,system paper,JOUR,,,,"Matthew Flagg, James M. Rehg",in scope,agnostic,image/video analysis,,no,,multi windows,8,1,,,,9,,1,,,,1,distributed,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,60%,Fig. 6,
TVCG,,2013,The Longitudinal Use of SaNDVis: Visual Social Network Analytics in the Enterprise,https://doi.org/10.1109/TVCG.2012.322,system paper,JOUR,,,,"Adam Perer, Ido Guy, Erel Uziel, Inbal Ronen, and Michal Jacovi",in scope,social media,,,no,,unique window,6,,,,1,7,,,3,,,3,unified,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,35%,Fig. 3,
TVCG,,2013,Stack Zooming for Multifocus Interaction in Skewed-Aspect Visual Spaces,https://doi.org/10.1109/TVCG.2012.323,system paper,JOUR,,,,"Waqas Javed, Niklas Elmqvist",in scope,,,,no,,unique window,4,5,,,,9,,2,2,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,
,VIS,2012,Multimodal Data Fusion Based on Mutual Information,https://doi.org/10.1109/TVCG.2011.280,system paper,CONF,,,,"Roger Bramon, Imma Boada, Anton Bardera, Joaquim Rodriguez, Miquel Feixas, Josep Puig, and Mateu Sbert",in scope,agnostic,,,no,,unique window,6,3,,,,9,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 4,
,VIS,2012,Evaluating the Role of Time in Investigative Analysis of Document Collections,https://doi.org/10.1109/TVCG.2012.89,system paper,CONF,,,,"Bum chul Kwon, Waqas Javed, Sohaib Ghani, Niklas Elmqvist,  Ji Soo Yi, David S. Ebert",in scope,agnostic,time-series,,no,,multi windows,2,,,,1,3,,3,,,,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2012,Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,https://doi.org/10.1109/TVCG.2012.254,system paper,CONF,,,,"Bilal Alsallakh, Wolfgang Aigner, Silvia Miksch, and M. Eduard Groller",in scope,agnostic,scalability,,no,,multi windows,5,2,,1,1,9,,8,,,,8,distributed,absent,absent,yes,no,medium,yes,yes,simple,bar chart,,data distribution,,click,,none,no,,,no,,,20%,Fig. 6,
,VIS,2012,Visual Classifier Training for Text Document Retrieval,https://doi.org/10.1109/TVCG.2012.277,system paper,CONF,,,,"Florian Heimerl, Steffen Koch, Harald Bosch, Thomas Ertl",in scope,agnostic,ml,,no,,unique window,2,,,,,2,,4,,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,4%,Fig. 4,
,VIS,2012,LeadLine: Interactive Visual Analysis of Text Data through Event Identification and Exploration,https://doi.org/10.1109/VAST.2012.6400485,system paper,CONF,,,,"Wenwen Dou, Xiaoyu Wang, Drew Skau, William Ribarsky, and Michelle X. Zhou",in scope,agnostic,text/document analysis,,no,,multi windows,,,,,,0,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,0%,fig. 1,
,VIS,2012,TimeSeer: Scagnostics for High-Dimensional Time Series,https://doi.org/10.1109/TVCG.2012.128,system paper,CONF,,,,"Tuan Nhon Dang, Anushka Anand, and Leland Wilkinson",in scope,agnostic,time-series,,no,,unique window,,3,,,,3,,3,1,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 8,
,VIS,2012,The Deshredder: A Visual Analytic Approach to Reconstructing Shredded Documents,https://doi.org/10.1109/VAST.2012.6400560,system paper,CONF,,,,"Patrick Butler, Prithwish Chakraborty, Naren Ramakrishan",in scope,shredded documents,,,no,,unique window,,2,,,,2,,1,2,,,3,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 4,
,VIS,2012,A Correlative Analysis Process in a Visual Analytics Environment,https://doi.org/10.1109/VAST.2012.6400491,system paper,CONF,,,,"Abish Malik, Ross Maciejewski, Yun Jang, Whitney Huang, Niklas Elmqvist, David S. Ebert",in scope,agnostic,correlation analysis,,no,,unique window,10,1,,,1,12,,3,2,,,5,distributed,absent,abseny,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2012,Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,https://doi.org/10.1109/TVCG.2012.258,system paper,CONF,,,,"M. Shahriar Hossain, Praveen Kumar Reddy Ojili, Cindy Grimm, Rolf Muller, Layne T. Watson, Naren Ramakrishnan",in scope,agnostic,,,no,,unique window,5,2,,,,7,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 8,
,VIS,2012,Inter-Active Learning of Ad-Hoc Classifiers for Video Visual Analytics,https://doi.org/10.1109/VAST.2012.6400492,system paper,CONF,,,,"Benjamin Hoferlin, Rudolf Netzel, Markus Hoferlin, Daniel Weiskopf, Gunther Heidemann",in scope,agnostic,image/video analysis,,no,,unique window,10,2,,,,12,,2,1,,,3,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 4,
,VIS,2012,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,https://doi.org/10.1109/TVCG.2012.239,system paper,CONF,,,,"Rolf Westerteiger, Tracy Compton, Tony Bernardin, Eric Cowgill, Klaus Gwinner, Bernd Hamann, Andreas Gerndt, and Hans Hagen",in scope,,,,no,,unique window,2,7,,,,9,,,,,,0,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig. 8,
,VIS,2012,Visualization of Temporal Similarity in Field Data,https://doi.org/10.1109/TVCG.2012.284,system paper,CONF,,,,"Steffen Frey, Filip Sadlo, Thomas Ertl",in scope,agnostic,,,no,,multi windows,,8,,,,8,,5,,,,5,unified,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 2,
,VIS,2012,RelEx: Visualization for Actively Changing Overlay Network Specifications,https://doi.org/10.1109/TVCG.2012.255,system paper,CONF,,,,"Michael Sedlmair, Annika Frank, Tamara Munzner,  Andreas Butz",in scope,agnostic,graph/network analysis,,no,,unique window,,,,,1,1,,6,,,,6,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 3,
,VIS,2012,SocialNetSense: Supporting Sensemaking of Social and Structural Features in Networks with Interactive Visualization,https://doi.org/10.1109/VAST.2012.6400558,system paper,CONF,,,,"Liang Gou, Xiaolong (Luke) Zhang, Airong Luo , Patricia F. Anderson",in scope,social media,,,no,,multi windows,2,1,,,4,7,,3,1,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,"Fig. 4, 7",
,VIS,2012,SnapShot: Visualization to Propel Ice Hockey Analytics,https://doi.org/10.1109/TVCG.2012.263,system paper,CONF,,,,"Hannah Pileggi, Charles D. Stolper, J. Michael Boyle, and John T. Stasko",in scope,sport,,,no,,unique window,9,1,,,,10,,4,,,,4,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,45%,Fig. 12,
,VIS,2012,Whisper: Tracing the Spatiotemporal Process of Information Diffusion in Real Time,https://doi.org/10.1109/TVCG.2012.291,system paper,CONF,,,,"Nan Cao, Yu-Ru Lin, Xiaohua Sun, David Lazer, Shixia Liu, and Huamin Qu",in scope,social media,,,no,,unique window,6,1,,,,7,,2,1,,,3,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,
,VIS,2012,"Exploring Flow, Factors, and Outcomes of Temporal Event Sequences with the Outflow Visualization",https://doi.org/10.1109/TVCG.2012.225,system paper,CONF,,,,Krist Wongsuphasawat and David Gotz,in scope,agnostic,,,no,,unique window,,3,,,,3,,2,,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 9,
,VIS,2012,Graphical Overlays: Using Layered Elements to Aid Chart Reading,https://doi.org/10.1109/TVCG.2012.229,system paper,CONF,,,,Nicholas Kong and Maneesh Agrawala,in scope,agnostic,graph/network analysis,,no,,unique window,6,2,,,,8,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,40%,Fig. 5,
,VIS,2012,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,https://doi.org/10.1109/TVCG.2012.240,system paper,CONF,,,,"Markus Hadwiger, Johanna Beyer, Won-Ki Jeong, and Hanspeter Pfister",in scope,,,,no,,unique window,5,1,,,,6,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,Fig. 1,
,VIS,2012,Facilitating Discourse Analysis with Interactive Visualization,https://doi.org/10.1109/TVCG.2012.226,system paper,CONF,,,,"Jian Zhao, Fanny Chevalier, Christopher Collins, and Ravin Balakrishnan",in scope,agnostic,nlp,,no,,unique window,4,,2,,1,7,,3,,,,3,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,22%,Fig. 4,
,VIS,2012,Spatiotemporal Social Media Analytics for Abnormal Event Detection and Examination using Seasonal-Trend Decomposition,https://doi.org/10.1109/VAST.2012.6400557,system paper,CONF,,,,"Junghoon Chae, Dennis Thom, Harald Bosch, Yun Jang, Ross Maciejewski, David S. Ebert, Thomas Ertl",in scope,social media,,,no,,unique window,1,2,,,2,5,,3,,,,3,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,
,VIS,2012,A Visual Analysis Concept for the Validation of Geoscientific Simulation Models,https://doi.org/10.1109/TVCG.2012.190,system paper,CONF,,,,"Andrea Unger, Sven Schulte, Volker Klemann, and Doris Dransch",in scope,environmental,,,no,,unique window,3,3,,,,6,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 10,
,VIS,2012,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,https://doi.org/10.1109/TVCG.2012.253,,CONF,,,,"Conglei Shi, Weiwei Cui, Shixia Liu, Panpan Xu, Wei Chen, and Huamin Qu",in scope,agnostic,ranking,,no,,unique window,,,,,,0,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2012,TripAdvisorN-D: A Tourism-Inspired High-Dimensional Space Exploration Framework with Overview and Detail,https://doi.org/10.1109/TVCG.2012.65,system paper,CONF,,,,Julia EunJu Nam and Klaus Mueller,in scope,agnostic,high dim. data,,no,,multi windows,18,1,,,,19,,5,,,,5,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,"Fig. 1, 2",
,VIS,2012,SeiVis: An Interactive Visual Subsurface Modeling Application,https://doi.org/10.1109/TVCG.2012.259,system paper,CONF,,,,"Thomas Hollt, Wolfgang Freiler, Fritz M. Gschwantner, Helmut Doleisch, Gabor Heinemann, and Markus Hadwiger",in scope,,,,no,,unique window,36,4,,,,40,,,2,,,2,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,27%,Fig. 1,
,VIS,2012,A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,https://doi.org/10.1109/TVCG.2012.191,system paper,CONF,,,,"Mike Sips, Patrick Kothur, Andrea Unger, Hans-Christian Hege, and Doris Dransch",in scope,environmental,,,no,,multi windows,1,6,,,,7,,,,,,0,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 4,
